period,county,subcounty,type,pregnancy
2017Q4,Uasin Gishu County,Kapseret,Teen pregnancy (10 to 19 years),296
2017Q4,Uasin Gishu County,Kesses,Teen pregnancy (10 to 19 years),180
2017Q4,Uasin Gishu County,Moiben,Teen pregnancy (10 to 19 years),262
2017Q4,Uasin Gishu County,Soy,Teen pregnancy (10 to 19 years),515
2017Q4,Uasin Gishu County,Turbo,Teen pregnancy (10 to 19 years),573
2017Q4,Vihiga County,Emuhaya,Teen pregnancy (10 to 19 years),132
2017Q4,Vihiga County,Hamisi,Teen pregnancy (10 to 19 years),269
2017Q4,Vihiga County,Luanda,Teen pregnancy (10 to 19 years),268
2017Q4,Vihiga County,Sabatia,Teen pregnancy (10 to 19 years),156
2017Q4,Vihiga County,Vihiga,Teen pregnancy (10 to 19 years),214
2017Q4,Wajir County,Eldas,Teen pregnancy (10 to 19 years),141
2017Q4,Wajir County,Tarbaj,Teen pregnancy (10 to 19 years),50
2017Q4,Wajir County,Wajir East,Teen pregnancy (10 to 19 years),285
2017Q4,Wajir County,Wajir North,Teen pregnancy (10 to 19 years),84
2017Q4,Wajir County,Wajir South,Teen pregnancy (10 to 19 years),90
2017Q4,Wajir County,Wajir West,Teen pregnancy (10 to 19 years),92
2017Q4,West Pokot County,Pokot Central,Teen pregnancy (10 to 19 years),181
2017Q4,West Pokot County,Pokot North,Teen pregnancy (10 to 19 years),277
2017Q4,West Pokot County,Pokot South,Teen pregnancy (10 to 19 years),539
2017Q4,West Pokot County,West Pokot,Teen pregnancy (10 to 19 years),503
2018Q1,Baringo County,Baringo Central,Teen pregnancy (10 to 19 years),157
2018Q1,Baringo County,Baringo North,Teen pregnancy (10 to 19 years),165
2018Q1,Baringo County,East Pokot,Teen pregnancy (10 to 19 years),89
2018Q1,Baringo County,Koibatek,Teen pregnancy (10 to 19 years),206
2018Q1,Baringo County,Marigat,Teen pregnancy (10 to 19 years),375
2018Q1,Baringo County,Mogotio,Teen pregnancy (10 to 19 years),155
2018Q1,Baringo County,Tiaty East,Teen pregnancy (10 to 19 years),168
2018Q1,Bomet County,Bomet Central,Teen pregnancy (10 to 19 years),463
2018Q1,Bomet County,Bomet East,Teen pregnancy (10 to 19 years),642
2018Q1,Bomet County,Chepalungu,Teen pregnancy (10 to 19 years),393
2018Q1,Bomet County,Konoin,Teen pregnancy (10 to 19 years),293
2018Q1,Bomet County,Sotik,Teen pregnancy (10 to 19 years),525
2018Q1,Bungoma County,Bumula,Teen pregnancy (10 to 19 years),440
2018Q1,Bungoma County,Cheptais,Teen pregnancy (10 to 19 years),522
2018Q1,Bungoma County,Kabuchai,Teen pregnancy (10 to 19 years),699
2018Q1,Bungoma County,Kanduyi,Teen pregnancy (10 to 19 years),598
2018Q1,Bungoma County,Kimilili,Teen pregnancy (10 to 19 years),624
2018Q1,Bungoma County,Mt Elgon,Teen pregnancy (10 to 19 years),351
2018Q1,Bungoma County,Sirisia,Teen pregnancy (10 to 19 years),396
2018Q1,Bungoma County,Tongaren,Teen pregnancy (10 to 19 years),997
2018Q1,Bungoma County,Webuye East,Teen pregnancy (10 to 19 years),371
2018Q1,Bungoma County,Webuye West,Teen pregnancy (10 to 19 years),384
2018Q1,Busia County,Bunyala,Teen pregnancy (10 to 19 years),173
2018Q1,Busia County,Butula,Teen pregnancy (10 to 19 years),510
2018Q1,Busia County,Matayos,Teen pregnancy (10 to 19 years),564
2018Q1,Busia County,Nambale,Teen pregnancy (10 to 19 years),435
2018Q1,Busia County,Samia,Teen pregnancy (10 to 19 years),424
2018Q1,Busia County,Teso North,Teen pregnancy (10 to 19 years),515
2018Q1,Busia County,Teso South,Teen pregnancy (10 to 19 years),493
2018Q1,Elgeyo Marakwet County,Keiyo North,Teen pregnancy (10 to 19 years),177
2018Q1,Elgeyo Marakwet County,Keiyo South,Teen pregnancy (10 to 19 years),206
2018Q1,Elgeyo Marakwet County,Marakwet East,Teen pregnancy (10 to 19 years),161
2018Q1,Elgeyo Marakwet County,Marakwet West,Teen pregnancy (10 to 19 years),449
2018Q1,Embu County,Manyatta,Teen pregnancy (10 to 19 years),131
2018Q1,Embu County,Mbeere North,Teen pregnancy (10 to 19 years),87
2018Q1,Embu County,Mbeere South,Teen pregnancy (10 to 19 years),174
2018Q1,Embu County,Runyenjes,Teen pregnancy (10 to 19 years),137
2018Q1,Garissa County,Balambala,Teen pregnancy (10 to 19 years),47
2018Q1,Garissa County,Dadaab,Teen pregnancy (10 to 19 years),59
2018Q1,Garissa County,Fafi,Teen pregnancy (10 to 19 years),52
2018Q1,Garissa County,Garissa,Teen pregnancy (10 to 19 years),689
2018Q1,Garissa County,Hulugho,Teen pregnancy (10 to 19 years),9
2018Q1,Garissa County,Ijara,Teen pregnancy (10 to 19 years),157
2018Q1,Garissa County,Lagdera,Teen pregnancy (10 to 19 years),52
2018Q1,Homa Bay County,Homa Bay Town,Teen pregnancy (10 to 19 years),462
2018Q1,Homa Bay County,Kabondo Kasipul,Teen pregnancy (10 to 19 years),335
2018Q1,Homa Bay County,Karachuonyo,Teen pregnancy (10 to 19 years),636
2018Q1,Homa Bay County,Mbita,Teen pregnancy (10 to 19 years),300
2018Q1,Homa Bay County,Ndhiwa,Teen pregnancy (10 to 19 years),823
2018Q1,Homa Bay County,Rachuonyo South,Teen pregnancy (10 to 19 years),371
2018Q1,Homa Bay County,Rangwe,Teen pregnancy (10 to 19 years),380
2018Q1,Homa Bay County,Suba South,Teen pregnancy (10 to 19 years),472
2018Q1,Isiolo County,Garbatulla,Teen pregnancy (10 to 19 years),132
2018Q1,Isiolo County,Isiolo,Teen pregnancy (10 to 19 years),510
2018Q1,Isiolo County,Merti,Teen pregnancy (10 to 19 years),61
2018Q1,Kajiado County,Kajiado Central,Teen pregnancy (10 to 19 years),515
2018Q1,Kajiado County,Kajiado East,Teen pregnancy (10 to 19 years),365
2018Q1,Kajiado County,Kajiado North,Teen pregnancy (10 to 19 years),349
2018Q1,Kajiado County,Kajiado West,Teen pregnancy (10 to 19 years),630
2018Q1,Kajiado County,Loitokitok,Teen pregnancy (10 to 19 years),659
2018Q1,Kakamega County,Butere,Teen pregnancy (10 to 19 years),415
2018Q1,Kakamega County,Ikolomani,Teen pregnancy (10 to 19 years),272
2018Q1,Kakamega County,Khwisero,Teen pregnancy (10 to 19 years),124
2018Q1,Kakamega County,Likuyani,Teen pregnancy (10 to 19 years),199
2018Q1,Kakamega County,Lugari,Teen pregnancy (10 to 19 years),231
2018Q1,Kakamega County,Lurambi,Teen pregnancy (10 to 19 years),187
2018Q1,Kakamega County,Malava,Teen pregnancy (10 to 19 years),417
2018Q1,Kakamega County,Matungu,Teen pregnancy (10 to 19 years),422
2018Q1,Kakamega County,Mumias East,Teen pregnancy (10 to 19 years),178
2018Q1,Kakamega County,Mumias West,Teen pregnancy (10 to 19 years),426
2018Q1,Kakamega County,Navakholo,Teen pregnancy (10 to 19 years),198
2018Q1,Kakamega County,Shinyalu,Teen pregnancy (10 to 19 years),451
2018Q1,Kericho County,Ainamoi,Teen pregnancy (10 to 19 years),490
2018Q1,Kericho County,Belgut,Teen pregnancy (10 to 19 years),192
2018Q1,Kericho County,Bureti,Teen pregnancy (10 to 19 years),626
2018Q1,Kericho County,Kipkelion East,Teen pregnancy (10 to 19 years),270
2018Q1,Kericho County,Kipkelion West,Teen pregnancy (10 to 19 years),242
2018Q1,Kericho County,Sigowet/Soin,Teen pregnancy (10 to 19 years),338
2018Q1,Kiambu County,Gatundu North,Teen pregnancy (10 to 19 years),143
2018Q1,Kiambu County,Gatundu South,Teen pregnancy (10 to 19 years),243
2018Q1,Kiambu County,Githunguri,Teen pregnancy (10 to 19 years),190
2018Q1,Kiambu County,Juja,Teen pregnancy (10 to 19 years),651
2018Q1,Kiambu County,Kabete,Teen pregnancy (10 to 19 years),218
2018Q1,Kiambu County,Kiambaa,Teen pregnancy (10 to 19 years),264
2018Q1,Kiambu County,Kiambu Town,Teen pregnancy (10 to 19 years),155
2018Q1,Kiambu County,Kikuyu,Teen pregnancy (10 to 19 years),193
2018Q1,Kiambu County,Lari,Teen pregnancy (10 to 19 years),219
2018Q1,Kiambu County,Limuru,Teen pregnancy (10 to 19 years),248
2018Q1,Kiambu County,Ruiru,Teen pregnancy (10 to 19 years),661
2018Q1,Kiambu County,Thika Town,Teen pregnancy (10 to 19 years),773
2018Q1,Kilifi County,Ganze,Teen pregnancy (10 to 19 years),470
2018Q1,Kilifi County,Kaloleni,Teen pregnancy (10 to 19 years),547
2018Q1,Kilifi County,Kilifi North,Teen pregnancy (10 to 19 years),958
2018Q1,Kilifi County,Kilifi South,Teen pregnancy (10 to 19 years),491
2018Q1,Kilifi County,Magarini,Teen pregnancy (10 to 19 years),1237
2018Q1,Kilifi County,Malindi,Teen pregnancy (10 to 19 years),364
2018Q1,Kilifi County,Rabai,Teen pregnancy (10 to 19 years),224
2018Q1,Kirinyaga County,Kirinyaga Central,Teen pregnancy (10 to 19 years),161
2018Q1,Kirinyaga County,Kirinyaga East,Teen pregnancy (10 to 19 years),149
2018Q1,Kirinyaga County,Kirinyaga North/Mwea West,Teen pregnancy (10 to 19 years),325
2018Q1,Kirinyaga County,Kirinyaga South,Teen pregnancy (10 to 19 years),335
2018Q1,Kirinyaga County,Kirinyaga West,Teen pregnancy (10 to 19 years),162
2018Q1,Kisii County,Bobasi,Teen pregnancy (10 to 19 years),454
2018Q1,Kisii County,Bomachoge Borabu,Teen pregnancy (10 to 19 years),348
2018Q1,Kisii County,Bomachoge Chache,Teen pregnancy (10 to 19 years),356
2018Q1,Kisii County,Bonchari,Teen pregnancy (10 to 19 years),411
2018Q1,Kisii County,Kitutu Chache North,Teen pregnancy (10 to 19 years),252
2018Q1,Kisii County,Kitutu Chache South,Teen pregnancy (10 to 19 years),640
2018Q1,Kisii County,Nyaribari Chache,Teen pregnancy (10 to 19 years),507
2018Q1,Kisii County,Nyaribari Masaba,Teen pregnancy (10 to 19 years),283
2018Q1,Kisii County,South Mugirango,Teen pregnancy (10 to 19 years),557
2018Q1,Kisumu County,Kisumu Central,Teen pregnancy (10 to 19 years),384
2018Q1,Kisumu County,Kisumu East,Teen pregnancy (10 to 19 years),179
2018Q1,Kisumu County,Kisumu West,Teen pregnancy (10 to 19 years),243
2018Q1,Kisumu County,Muhoroni,Teen pregnancy (10 to 19 years),387
2018Q1,Kisumu County,Nyakach,Teen pregnancy (10 to 19 years),473
2018Q1,Kisumu County,Nyando,Teen pregnancy (10 to 19 years),234
2018Q1,Kisumu County,Seme,Teen pregnancy (10 to 19 years),248
2018Q1,Kitui County,Kitui Central,Teen pregnancy (10 to 19 years),402
2018Q1,Kitui County,Kitui East,Teen pregnancy (10 to 19 years),269
2018Q1,Kitui County,Kitui Rural,Teen pregnancy (10 to 19 years),293
2018Q1,Kitui County,Kitui South,Teen pregnancy (10 to 19 years),474
2018Q1,Kitui County,Kitui West,Teen pregnancy (10 to 19 years),210
2018Q1,Kitui County,Mwingi Central,Teen pregnancy (10 to 19 years),509
2018Q1,Kitui County,Mwingi North,Teen pregnancy (10 to 19 years),438
2018Q1,Kitui County,Mwingi West,Teen pregnancy (10 to 19 years),170
2018Q1,Kwale County,Kinango,Teen pregnancy (10 to 19 years),1022
2018Q1,Kwale County,Lunga Lunga,Teen pregnancy (10 to 19 years),1004
2018Q1,Kwale County,Matuga,Teen pregnancy (10 to 19 years),774
2018Q1,Kwale County,Msambweni,Teen pregnancy (10 to 19 years),493
2018Q1,Laikipia County,Laikipia East,Teen pregnancy (10 to 19 years),130
2018Q1,Laikipia County,Laikipia North,Teen pregnancy (10 to 19 years),266
2018Q1,Laikipia County,Laikipia West,Teen pregnancy (10 to 19 years),680
2018Q1,Lamu County,Lamu East,Teen pregnancy (10 to 19 years),45
2018Q1,Lamu County,Lamu West,Teen pregnancy (10 to 19 years),337
2018Q1,Machakos County,Athi River,Teen pregnancy (10 to 19 years),296
2018Q1,Machakos County,Kalama,Teen pregnancy (10 to 19 years),66
2018Q1,Machakos County,Kangundo,Teen pregnancy (10 to 19 years),198
2018Q1,Machakos County,Kathiani,Teen pregnancy (10 to 19 years),226
2018Q1,Machakos County,Machakos,Teen pregnancy (10 to 19 years),278
2018Q1,Machakos County,Masinga,Teen pregnancy (10 to 19 years),351
2018Q1,Machakos County,Matungulu,Teen pregnancy (10 to 19 years),305
2018Q1,Machakos County,Mwala,Teen pregnancy (10 to 19 years),312
2018Q1,Machakos County,Yatta,Teen pregnancy (10 to 19 years),350
2018Q1,Makueni County,Kaiti,Teen pregnancy (10 to 19 years),262
2018Q1,Makueni County,Kibwezi East,Teen pregnancy (10 to 19 years),401
2018Q1,Makueni County,Kibwezi West,Teen pregnancy (10 to 19 years),455
2018Q1,Makueni County,Kilome,Teen pregnancy (10 to 19 years),184
2018Q1,Makueni County,Makueni,Teen pregnancy (10 to 19 years),363
2018Q1,Makueni County,Mbooni,Teen pregnancy (10 to 19 years),397
2018Q1,Mandera County,Banissa,Teen pregnancy (10 to 19 years),226
2018Q1,Mandera County,Kutulo,Teen pregnancy (10 to 19 years),63
2018Q1,Mandera County,Lafey,Teen pregnancy (10 to 19 years),184
2018Q1,Mandera County,Mandera East,Teen pregnancy (10 to 19 years),239
2018Q1,Mandera County,Mandera North,Teen pregnancy (10 to 19 years),255
2018Q1,Mandera County,Mandera South,Teen pregnancy (10 to 19 years),1
2018Q1,Mandera County,Mandera West,Teen pregnancy (10 to 19 years),238
2018Q1,Marsabit County,Laisamis,Teen pregnancy (10 to 19 years),9
2018Q1,Marsabit County,Moyale,Teen pregnancy (10 to 19 years),268
2018Q1,Marsabit County,North Horr,Teen pregnancy (10 to 19 years),89
2018Q1,Marsabit County,Saku,Teen pregnancy (10 to 19 years),141
2018Q1,Meru County,Buuri,Teen pregnancy (10 to 19 years),244
2018Q1,Meru County,Igembe Central,Teen pregnancy (10 to 19 years),813
2018Q1,Meru County,Igembe North,Teen pregnancy (10 to 19 years),577
2018Q1,Meru County,Igembe South,Teen pregnancy (10 to 19 years),815
2018Q1,Meru County,Imenti Central,Teen pregnancy (10 to 19 years),209
2018Q1,Meru County,Imenti North,Teen pregnancy (10 to 19 years),307
2018Q1,Meru County,Imenti South,Teen pregnancy (10 to 19 years),300
2018Q1,Meru County,Tigania East,Teen pregnancy (10 to 19 years),463
2018Q1,Meru County,Tigania West,Teen pregnancy (10 to 19 years),230
2018Q1,Migori County,Awendo,Teen pregnancy (10 to 19 years),432
2018Q1,Migori County,Kuria East,Teen pregnancy (10 to 19 years),243
2018Q1,Migori County,Kuria West,Teen pregnancy (10 to 19 years),656
2018Q1,Migori County,Nyatike,Teen pregnancy (10 to 19 years),500
2018Q1,Migori County,Rongo,Teen pregnancy (10 to 19 years),468
2018Q1,Migori County,Suna East,Teen pregnancy (10 to 19 years),271
2018Q1,Migori County,Suna West,Teen pregnancy (10 to 19 years),582
2018Q1,Migori County,Uriri,Teen pregnancy (10 to 19 years),528
2018Q1,Mombasa County,Changamwe,Teen pregnancy (10 to 19 years),98
2018Q1,Mombasa County,Jomvu,Teen pregnancy (10 to 19 years),204
2018Q1,Mombasa County,Kisauni,Teen pregnancy (10 to 19 years),381
2018Q1,Mombasa County,Likoni,Teen pregnancy (10 to 19 years),570
2018Q1,Mombasa County,Mvita,Teen pregnancy (10 to 19 years),246
2018Q1,Mombasa County,Nyali,Teen pregnancy (10 to 19 years),485
2018Q1,Muranga County,Gatanga,Teen pregnancy (10 to 19 years),314
2018Q1,Muranga County,Kandara,Teen pregnancy (10 to 19 years),244
2018Q1,Muranga County,Kangema,Teen pregnancy (10 to 19 years),75
2018Q1,Muranga County,Kigumo,Teen pregnancy (10 to 19 years),256
2018Q1,Muranga County,Kiharu,Teen pregnancy (10 to 19 years),352
2018Q1,Muranga County,Mathioya,Teen pregnancy (10 to 19 years),64
2018Q1,Muranga County,Muranga South,Teen pregnancy (10 to 19 years),434
2018Q1,Nairobi County,Dagoretti North,Teen pregnancy (10 to 19 years),648
2018Q1,Nairobi County,Dagoretti South,Teen pregnancy (10 to 19 years),310
2018Q1,Nairobi County,Embakasi Central,Teen pregnancy (10 to 19 years),355
2018Q1,Nairobi County,Embakasi East,Teen pregnancy (10 to 19 years),403
2018Q1,Nairobi County,Embakasi North,Teen pregnancy (10 to 19 years),399
2018Q1,Nairobi County,Embakasi South,Teen pregnancy (10 to 19 years),1064
2018Q1,Nairobi County,Embakasi West,Teen pregnancy (10 to 19 years),155
2018Q1,Nairobi County,Kamukunji,Teen pregnancy (10 to 19 years),512
2018Q1,Nairobi County,Kasarani,Teen pregnancy (10 to 19 years),414
2018Q1,Nairobi County,Kibra,Teen pregnancy (10 to 19 years),390
2018Q1,Nairobi County,Langata,Teen pregnancy (10 to 19 years),308
2018Q1,Nairobi County,Makadara,Teen pregnancy (10 to 19 years),344
2018Q1,Nairobi County,Mathare,Teen pregnancy (10 to 19 years),337
2018Q1,Nairobi County,Roysambu,Teen pregnancy (10 to 19 years),391
2018Q1,Nairobi County,Ruaraka,Teen pregnancy (10 to 19 years),600
2018Q1,Nairobi County,Starehe,Teen pregnancy (10 to 19 years),230
2018Q1,Nairobi County,Westlands,Teen pregnancy (10 to 19 years),322
2018Q1,Nakuru County,Gilgil,Teen pregnancy (10 to 19 years),386
2018Q1,Nakuru County,Kuresoi North,Teen pregnancy (10 to 19 years),377
2018Q1,Nakuru County,Kuresoi South,Teen pregnancy (10 to 19 years),456
2018Q1,Nakuru County,Molo,Teen pregnancy (10 to 19 years),424
2018Q1,Nakuru County,Naivasha,Teen pregnancy (10 to 19 years),420
2018Q1,Nakuru County,Nakuru East,Teen pregnancy (10 to 19 years),615
2018Q1,Nakuru County,Nakuru North,Teen pregnancy (10 to 19 years),616
2018Q1,Nakuru County,Nakuru West,Teen pregnancy (10 to 19 years),577
2018Q1,Nakuru County,Njoro,Teen pregnancy (10 to 19 years),659
2018Q1,Nakuru County,Rongai,Teen pregnancy (10 to 19 years),247
2018Q1,Nakuru County,Subukia,Teen pregnancy (10 to 19 years),192
2018Q1,Nandi County,Aldai,Teen pregnancy (10 to 19 years),375
2018Q1,Nandi County,Chesumei,Teen pregnancy (10 to 19 years),248
2018Q1,Nandi County,Emgwen,Teen pregnancy (10 to 19 years),402
2018Q1,Nandi County,Mosop,Teen pregnancy (10 to 19 years),328
2018Q1,Nandi County,Nandi Hills,Teen pregnancy (10 to 19 years),314
2018Q1,Nandi County,Tinderet,Teen pregnancy (10 to 19 years),383
2018Q1,Narok County,Narok East,Teen pregnancy (10 to 19 years),312
2018Q1,Narok County,Narok North,Teen pregnancy (10 to 19 years),442
2018Q1,Narok County,Narok South,Teen pregnancy (10 to 19 years),813
2018Q1,Narok County,Narok West,Teen pregnancy (10 to 19 years),558
2018Q1,Narok County,Transmara East,Teen pregnancy (10 to 19 years),400
2018Q1,Narok County,Transmara West,Teen pregnancy (10 to 19 years),927
2018Q1,Nyamira County,Borabu,Teen pregnancy (10 to 19 years),188
2018Q1,Nyamira County,Manga,Teen pregnancy (10 to 19 years),260
2018Q1,Nyamira County,Masaba North,Teen pregnancy (10 to 19 years),337
2018Q1,Nyamira County,Nyamira North,Teen pregnancy (10 to 19 years),354
2018Q1,Nyamira County,Nyamira,Teen pregnancy (10 to 19 years),480
2018Q1,Nyandarua County,Kinangop,Teen pregnancy (10 to 19 years),331
2018Q1,Nyandarua County,Kipipiri,Teen pregnancy (10 to 19 years),116
2018Q1,Nyandarua County,Ndaragwa,Teen pregnancy (10 to 19 years),109
2018Q1,Nyandarua County,Oljoroorok,Teen pregnancy (10 to 19 years),119
2018Q1,Nyandarua County,Olkalou,Teen pregnancy (10 to 19 years),296
2018Q1,Nyeri County,Kieni East,Teen pregnancy (10 to 19 years),127
2018Q1,Nyeri County,Kieni West,Teen pregnancy (10 to 19 years),83
2018Q1,Nyeri County,Mathira East,Teen pregnancy (10 to 19 years),12
2018Q1,Nyeri County,Mathira West,Teen pregnancy (10 to 19 years),14
2018Q1,Nyeri County,Mukurweini,Teen pregnancy (10 to 19 years),85
2018Q1,Nyeri County,Nyeri Central,Teen pregnancy (10 to 19 years),231
2018Q1,Nyeri County,Nyeri South,Teen pregnancy (10 to 19 years),78
2018Q1,Nyeri County,Tetu,Teen pregnancy (10 to 19 years),44
2018Q1,Samburu County,Samburu Central,Teen pregnancy (10 to 19 years),592
2018Q1,Samburu County,Samburu East,Teen pregnancy (10 to 19 years),185
2018Q1,Samburu County,Samburu North,Teen pregnancy (10 to 19 years),156
2018Q1,Siaya County,Alego Usonga,Teen pregnancy (10 to 19 years),822
2018Q1,Siaya County,Bondo,Teen pregnancy (10 to 19 years),727
2018Q1,Siaya County,Gem,Teen pregnancy (10 to 19 years),761
2018Q1,Siaya County,Rarieda,Teen pregnancy (10 to 19 years),521
2018Q1,Siaya County,Ugenya,Teen pregnancy (10 to 19 years),322
2018Q1,Siaya County,Ugunja,Teen pregnancy (10 to 19 years),290
2018Q1,Taita Taveta County,Mwatate,Teen pregnancy (10 to 19 years),168
2018Q1,Taita Taveta County,Taveta,Teen pregnancy (10 to 19 years),374
2018Q1,Taita Taveta County,Voi,Teen pregnancy (10 to 19 years),345
2018Q1,Taita Taveta County,Wundanyi,Teen pregnancy (10 to 19 years),79
2018Q1,Tana River County,Bura,Teen pregnancy (10 to 19 years),508
2018Q1,Tana River County,Galole,Teen pregnancy (10 to 19 years),624
2018Q1,Tana River County,Garsen,Teen pregnancy (10 to 19 years),502
2018Q1,Tharaka Nithi County,Chuka,Teen pregnancy (10 to 19 years),281
2018Q1,Tharaka Nithi County,Igambangombe,Teen pregnancy (10 to 19 years),69
