period,county,type,pregnancy
2018 Q1,Narok County,Teen pregnancy (15 to 19 years),3300
2018 Q1,Nyamira County,Teen pregnancy (15 to 19 years),1544
2018 Q1,Nyandarua County,Teen pregnancy (15 to 19 years),879
2018 Q1,Nyeri County,Teen pregnancy (15 to 19 years),665
2018 Q1,Samburu County,Teen pregnancy (15 to 19 years),908
2018 Q1,Siaya County,Teen pregnancy (15 to 19 years),3355
2018 Q1,Taita Taveta County,Teen pregnancy (15 to 19 years),952
2018 Q1,Tana River County,Teen pregnancy (15 to 19 years),1593
2018 Q1,Tharaka Nithi County,Teen pregnancy (15 to 19 years),917
2018 Q1,Trans Nzoia County,Teen pregnancy (15 to 19 years),2655
2018 Q1,Turkana County,Teen pregnancy (15 to 19 years),1568
2018 Q1,Uasin Gishu County,Teen pregnancy (15 to 19 years),2384
2018 Q1,Vihiga County,Teen pregnancy (15 to 19 years),1465
2018 Q1,Wajir County,Teen pregnancy (15 to 19 years),583
2018 Q1,West Pokot County,Teen pregnancy (15 to 19 years),2006
2018 Q2,Baringo County,Teen pregnancy (15 to 19 years),1305
2018 Q2,Bomet County,Teen pregnancy (15 to 19 years),2664
2018 Q2,Bungoma County,Teen pregnancy (15 to 19 years),4523
2018 Q2,Busia County,Teen pregnancy (15 to 19 years),2959
2018 Q2,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),1105
2018 Q2,Embu County,Teen pregnancy (15 to 19 years),511
2018 Q2,Garissa County,Teen pregnancy (15 to 19 years),857
2018 Q2,Homa Bay County,Teen pregnancy (15 to 19 years),3515
2018 Q2,Isiolo County,Teen pregnancy (15 to 19 years),616
2018 Q2,Kajiado County,Teen pregnancy (15 to 19 years),2356
2018 Q2,Kakamega County,Teen pregnancy (15 to 19 years),4160
2018 Q2,Kericho County,Teen pregnancy (15 to 19 years),2019
2018 Q2,Kiambu County,Teen pregnancy (15 to 19 years),3498
2018 Q2,Kilifi County,Teen pregnancy (15 to 19 years),3901
2018 Q2,Kirinyaga County,Teen pregnancy (15 to 19 years),950
2018 Q2,Kisii County,Teen pregnancy (15 to 19 years),3144
2018 Q2,Kisumu County,Teen pregnancy (15 to 19 years),2160
2018 Q2,Kitui County,Teen pregnancy (15 to 19 years),2746
2018 Q2,Kwale County,Teen pregnancy (15 to 19 years),3433
2018 Q2,Laikipia County,Teen pregnancy (15 to 19 years),1074
2018 Q2,Lamu County,Teen pregnancy (15 to 19 years),353
2018 Q2,Machakos County,Teen pregnancy (15 to 19 years),2546
2018 Q2,Makueni County,Teen pregnancy (15 to 19 years),2161
2018 Q2,Mandera County,Teen pregnancy (15 to 19 years),906
2018 Q2,Marsabit County,Teen pregnancy (15 to 19 years),506
2018 Q2,Meru County,Teen pregnancy (15 to 19 years),4004
2018 Q2,Migori County,Teen pregnancy (15 to 19 years),3131
2018 Q2,Mombasa County,Teen pregnancy (15 to 19 years),1546
2018 Q2,Muranga County,Teen pregnancy (15 to 19 years),1569
2018 Q2,Nairobi County,Teen pregnancy (15 to 19 years),6865
2018 Q2,Nakuru County,Teen pregnancy (15 to 19 years),4426
2018 Q2,Nandi County,Teen pregnancy (15 to 19 years),2177
2018 Q2,Narok County,Teen pregnancy (15 to 19 years),3641
2018 Q2,Nyamira County,Teen pregnancy (15 to 19 years),1565
2018 Q2,Nyandarua County,Teen pregnancy (15 to 19 years),861
2018 Q2,Nyeri County,Teen pregnancy (15 to 19 years),636
2018 Q2,Samburu County,Teen pregnancy (15 to 19 years),930
2018 Q2,Siaya County,Teen pregnancy (15 to 19 years),3548
2018 Q2,Taita Taveta County,Teen pregnancy (15 to 19 years),907
2018 Q2,Tana River County,Teen pregnancy (15 to 19 years),1270
2018 Q2,Tharaka Nithi County,Teen pregnancy (15 to 19 years),1052
2018 Q2,Trans Nzoia County,Teen pregnancy (15 to 19 years),2772
2018 Q2,Turkana County,Teen pregnancy (15 to 19 years),1642
2018 Q2,Uasin Gishu County,Teen pregnancy (15 to 19 years),2329
2018 Q2,Vihiga County,Teen pregnancy (15 to 19 years),1628
2018 Q2,Wajir County,Teen pregnancy (15 to 19 years),684
2018 Q2,West Pokot County,Teen pregnancy (15 to 19 years),2120
2018 Q3,Baringo County,Teen pregnancy (15 to 19 years),1714
2018 Q3,Bomet County,Teen pregnancy (15 to 19 years),2494
2018 Q3,Bungoma County,Teen pregnancy (15 to 19 years),4500
2018 Q3,Busia County,Teen pregnancy (15 to 19 years),2633
2018 Q3,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),1052
2018 Q3,Embu County,Teen pregnancy (15 to 19 years),566
2018 Q3,Garissa County,Teen pregnancy (15 to 19 years),915
2018 Q3,Homa Bay County,Teen pregnancy (15 to 19 years),3568
2018 Q3,Isiolo County,Teen pregnancy (15 to 19 years),661
2018 Q3,Kajiado County,Teen pregnancy (15 to 19 years),2530
2018 Q3,Kakamega County,Teen pregnancy (15 to 19 years),4681
2018 Q3,Kericho County,Teen pregnancy (15 to 19 years),2308
2018 Q3,Kiambu County,Teen pregnancy (15 to 19 years),3744
2018 Q3,Kilifi County,Teen pregnancy (15 to 19 years),3802
2018 Q3,Kirinyaga County,Teen pregnancy (15 to 19 years),1042
2018 Q3,Kisii County,Teen pregnancy (15 to 19 years),3100
2018 Q3,Kisumu County,Teen pregnancy (15 to 19 years),1799
2018 Q3,Kitui County,Teen pregnancy (15 to 19 years),2874
2018 Q3,Kwale County,Teen pregnancy (15 to 19 years),2776
2018 Q3,Laikipia County,Teen pregnancy (15 to 19 years),1257
2018 Q3,Lamu County,Teen pregnancy (15 to 19 years),369
2018 Q3,Machakos County,Teen pregnancy (15 to 19 years),2588
2018 Q3,Makueni County,Teen pregnancy (15 to 19 years),2109
2018 Q3,Mandera County,Teen pregnancy (15 to 19 years),1086
2018 Q3,Marsabit County,Teen pregnancy (15 to 19 years),578
2018 Q3,Meru County,Teen pregnancy (15 to 19 years),4254
2018 Q3,Migori County,Teen pregnancy (15 to 19 years),3054
2018 Q3,Mombasa County,Teen pregnancy (15 to 19 years),1493
2018 Q3,Muranga County,Teen pregnancy (15 to 19 years),1736
2018 Q3,Nairobi County,Teen pregnancy (15 to 19 years),5848
2018 Q3,Nakuru County,Teen pregnancy (15 to 19 years),4219
2018 Q3,Nandi County,Teen pregnancy (15 to 19 years),2041
2018 Q3,Narok County,Teen pregnancy (15 to 19 years),4310
2018 Q3,Nyamira County,Teen pregnancy (15 to 19 years),1003
2018 Q3,Nyandarua County,Teen pregnancy (15 to 19 years),861
2018 Q3,Nyeri County,Teen pregnancy (15 to 19 years),670
2018 Q3,Samburu County,Teen pregnancy (15 to 19 years),954
2018 Q3,Siaya County,Teen pregnancy (15 to 19 years),3280
2018 Q3,Taita Taveta County,Teen pregnancy (15 to 19 years),874
2018 Q3,Tana River County,Teen pregnancy (15 to 19 years),1252
2018 Q3,Tharaka Nithi County,Teen pregnancy (15 to 19 years),1046
2018 Q3,Trans Nzoia County,Teen pregnancy (15 to 19 years),3031
2018 Q3,Turkana County,Teen pregnancy (15 to 19 years),2156
2018 Q3,Uasin Gishu County,Teen pregnancy (15 to 19 years),2646
2018 Q3,Vihiga County,Teen pregnancy (15 to 19 years),1690
2018 Q3,Wajir County,Teen pregnancy (15 to 19 years),764
2018 Q3,West Pokot County,Teen pregnancy (15 to 19 years),2313
2018 Q4,Baringo County,Teen pregnancy (15 to 19 years),1083
2018 Q4,Bomet County,Teen pregnancy (15 to 19 years),2469
2018 Q4,Bungoma County,Teen pregnancy (15 to 19 years),4267
2018 Q4,Busia County,Teen pregnancy (15 to 19 years),2429
2018 Q4,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),864
2018 Q4,Embu County,Teen pregnancy (15 to 19 years),478
2018 Q4,Garissa County,Teen pregnancy (15 to 19 years),954
2018 Q4,Homa Bay County,Teen pregnancy (15 to 19 years),3236
2018 Q4,Isiolo County,Teen pregnancy (15 to 19 years),641
2018 Q4,Kajiado County,Teen pregnancy (15 to 19 years),2111
2018 Q4,Kakamega County,Teen pregnancy (15 to 19 years),4317
2018 Q4,Kericho County,Teen pregnancy (15 to 19 years),2098
2018 Q4,Kiambu County,Teen pregnancy (15 to 19 years),3542
2018 Q4,Kilifi County,Teen pregnancy (15 to 19 years),3453
2018 Q4,Kirinyaga County,Teen pregnancy (15 to 19 years),1130
2018 Q4,Kisii County,Teen pregnancy (15 to 19 years),2826
2018 Q4,Kisumu County,Teen pregnancy (15 to 19 years),2023
2018 Q4,Kitui County,Teen pregnancy (15 to 19 years),2430
2018 Q4,Kwale County,Teen pregnancy (15 to 19 years),2726
2018 Q4,Laikipia County,Teen pregnancy (15 to 19 years),1256
2018 Q4,Lamu County,Teen pregnancy (15 to 19 years),327
2018 Q4,Machakos County,Teen pregnancy (15 to 19 years),2317
2018 Q4,Makueni County,Teen pregnancy (15 to 19 years),1653
2018 Q4,Mandera County,Teen pregnancy (15 to 19 years),1043
2018 Q4,Marsabit County,Teen pregnancy (15 to 19 years),857
2018 Q4,Meru County,Teen pregnancy (15 to 19 years),3340
2018 Q4,Migori County,Teen pregnancy (15 to 19 years),2671
2018 Q4,Mombasa County,Teen pregnancy (15 to 19 years),1682
2018 Q4,Muranga County,Teen pregnancy (15 to 19 years),1566
2018 Q4,Nairobi County,Teen pregnancy (15 to 19 years),5502
2018 Q4,Nakuru County,Teen pregnancy (15 to 19 years),3929
2018 Q4,Nandi County,Teen pregnancy (15 to 19 years),1682
2018 Q4,Narok County,Teen pregnancy (15 to 19 years),3348
2018 Q4,Nyamira County,Teen pregnancy (15 to 19 years),1546
2018 Q4,Nyandarua County,Teen pregnancy (15 to 19 years),985
2018 Q4,Nyeri County,Teen pregnancy (15 to 19 years),609
2018 Q4,Samburu County,Teen pregnancy (15 to 19 years),950
2018 Q4,Siaya County,Teen pregnancy (15 to 19 years),3126
2018 Q4,Taita Taveta County,Teen pregnancy (15 to 19 years),822
2018 Q4,Tana River County,Teen pregnancy (15 to 19 years),1335
2018 Q4,Tharaka Nithi County,Teen pregnancy (15 to 19 years),862
2018 Q4,Trans Nzoia County,Teen pregnancy (15 to 19 years),2930
2018 Q4,Turkana County,Teen pregnancy (15 to 19 years),1967
2018 Q4,Uasin Gishu County,Teen pregnancy (15 to 19 years),2354
2018 Q4,Vihiga County,Teen pregnancy (15 to 19 years),1659
2018 Q4,Wajir County,Teen pregnancy (15 to 19 years),772
2018 Q4,West Pokot County,Teen pregnancy (15 to 19 years),1956
2019 Q1,Baringo County,Teen pregnancy (15 to 19 years),1269
2019 Q1,Bomet County,Teen pregnancy (15 to 19 years),2642
2019 Q1,Bungoma County,Teen pregnancy (15 to 19 years),4434
2019 Q1,Busia County,Teen pregnancy (15 to 19 years),1945
2019 Q1,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),868
2019 Q1,Embu County,Teen pregnancy (15 to 19 years),557
2019 Q1,Garissa County,Teen pregnancy (15 to 19 years),1049
2019 Q1,Homa Bay County,Teen pregnancy (15 to 19 years),3185
2019 Q1,Isiolo County,Teen pregnancy (15 to 19 years),804
2019 Q1,Kajiado County,Teen pregnancy (15 to 19 years),2680
2019 Q1,Kakamega County,Teen pregnancy (15 to 19 years),4748
2019 Q1,Kericho County,Teen pregnancy (15 to 19 years),2284
2019 Q1,Kiambu County,Teen pregnancy (15 to 19 years),3477
2019 Q1,Kilifi County,Teen pregnancy (15 to 19 years),2956
2019 Q1,Kirinyaga County,Teen pregnancy (15 to 19 years),865
2019 Q1,Kisii County,Teen pregnancy (15 to 19 years),2540
2019 Q1,Kisumu County,Teen pregnancy (15 to 19 years),1817
2019 Q1,Kitui County,Teen pregnancy (15 to 19 years),2211
2019 Q1,Kwale County,Teen pregnancy (15 to 19 years),3125
2019 Q1,Laikipia County,Teen pregnancy (15 to 19 years),1362
2019 Q1,Lamu County,Teen pregnancy (15 to 19 years),376
2019 Q1,Machakos County,Teen pregnancy (15 to 19 years),2633
2019 Q1,Makueni County,Teen pregnancy (15 to 19 years),1824
2019 Q1,Mandera County,Teen pregnancy (15 to 19 years),1359
2019 Q1,Marsabit County,Teen pregnancy (15 to 19 years),1147
2019 Q1,Meru County,Teen pregnancy (15 to 19 years),4046
2019 Q1,Migori County,Teen pregnancy (15 to 19 years),2719
2019 Q1,Mombasa County,Teen pregnancy (15 to 19 years),1268
2019 Q1,Muranga County,Teen pregnancy (15 to 19 years),1770
2019 Q1,Nairobi County,Teen pregnancy (15 to 19 years),6305
2019 Q1,Nakuru County,Teen pregnancy (15 to 19 years),3686
2019 Q1,Nandi County,Teen pregnancy (15 to 19 years),1928
2019 Q1,Narok County,Teen pregnancy (15 to 19 years),3743
2019 Q1,Nyamira County,Teen pregnancy (15 to 19 years),1806
2019 Q1,Nyandarua County,Teen pregnancy (15 to 19 years),945
2019 Q1,Nyeri County,Teen pregnancy (15 to 19 years),730
2019 Q1,Samburu County,Teen pregnancy (15 to 19 years),897
2019 Q1,Siaya County,Teen pregnancy (15 to 19 years),2907
2019 Q1,Taita Taveta County,Teen pregnancy (15 to 19 years),691
2019 Q1,Tana River County,Teen pregnancy (15 to 19 years),1577
2019 Q1,Tharaka Nithi County,Teen pregnancy (15 to 19 years),971
2019 Q1,Trans Nzoia County,Teen pregnancy (15 to 19 years),2664
2019 Q1,Turkana County,Teen pregnancy (15 to 19 years),2155
2019 Q1,Uasin Gishu County,Teen pregnancy (15 to 19 years),2578
2019 Q1,Vihiga County,Teen pregnancy (15 to 19 years),1731
2019 Q1,Wajir County,Teen pregnancy (15 to 19 years),649
2019 Q1,West Pokot County,Teen pregnancy (15 to 19 years),1565
2019 Q2,Baringo County,Teen pregnancy (15 to 19 years),1386
2019 Q2,Bomet County,Teen pregnancy (15 to 19 years),2610
2019 Q2,Bungoma County,Teen pregnancy (15 to 19 years),3710
2019 Q2,Busia County,Teen pregnancy (15 to 19 years),1603
2019 Q2,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),1018
2019 Q2,Embu County,Teen pregnancy (15 to 19 years),516
2019 Q2,Garissa County,Teen pregnancy (15 to 19 years),1017
2019 Q2,Homa Bay County,Teen pregnancy (15 to 19 years),3483
2019 Q2,Isiolo County,Teen pregnancy (15 to 19 years),768
2019 Q2,Kajiado County,Teen pregnancy (15 to 19 years),2776
2019 Q2,Kakamega County,Teen pregnancy (15 to 19 years),4529
2019 Q2,Kericho County,Teen pregnancy (15 to 19 years),2422
2019 Q2,Kiambu County,Teen pregnancy (15 to 19 years),3547
2019 Q2,Kilifi County,Teen pregnancy (15 to 19 years),2368
2019 Q2,Kirinyaga County,Teen pregnancy (15 to 19 years),675
2019 Q2,Kisii County,Teen pregnancy (15 to 19 years),2821
2019 Q2,Kisumu County,Teen pregnancy (15 to 19 years),1999
2019 Q2,Kitui County,Teen pregnancy (15 to 19 years),2318
2019 Q2,Kwale County,Teen pregnancy (15 to 19 years),2701
2019 Q2,Laikipia County,Teen pregnancy (15 to 19 years),1376
2019 Q2,Lamu County,Teen pregnancy (15 to 19 years),331
2019 Q2,Machakos County,Teen pregnancy (15 to 19 years),2685
2019 Q2,Makueni County,Teen pregnancy (15 to 19 years),1906
2019 Q2,Mandera County,Teen pregnancy (15 to 19 years),959
2019 Q2,Marsabit County,Teen pregnancy (15 to 19 years),912
2019 Q2,Meru County,Teen pregnancy (15 to 19 years),3953
2019 Q2,Migori County,Teen pregnancy (15 to 19 years),2856
2019 Q2,Mombasa County,Teen pregnancy (15 to 19 years),933
2019 Q2,Muranga County,Teen pregnancy (15 to 19 years),1639
2019 Q2,Nairobi County,Teen pregnancy (15 to 19 years),6450
2019 Q2,Nakuru County,Teen pregnancy (15 to 19 years),3751
2019 Q2,Nandi County,Teen pregnancy (15 to 19 years),2179
2019 Q2,Narok County,Teen pregnancy (15 to 19 years),3656
2019 Q2,Nyamira County,Teen pregnancy (15 to 19 years),2095
2019 Q2,Nyandarua County,Teen pregnancy (15 to 19 years),921
2019 Q2,Nyeri County,Teen pregnancy (15 to 19 years),735
2019 Q2,Samburu County,Teen pregnancy (15 to 19 years),1146
2019 Q2,Siaya County,Teen pregnancy (15 to 19 years),3040
2019 Q2,Taita Taveta County,Teen pregnancy (15 to 19 years),862
2019 Q2,Tana River County,Teen pregnancy (15 to 19 years),1374
2019 Q2,Tharaka Nithi County,Teen pregnancy (15 to 19 years),1002
2019 Q2,Trans Nzoia County,Teen pregnancy (15 to 19 years),3346
2019 Q2,Turkana County,Teen pregnancy (15 to 19 years),2004
2019 Q2,Uasin Gishu County,Teen pregnancy (15 to 19 years),2580
2019 Q2,Vihiga County,Teen pregnancy (15 to 19 years),1767
2019 Q2,Wajir County,Teen pregnancy (15 to 19 years),646
2019 Q2,West Pokot County,Teen pregnancy (15 to 19 years),2038
2019 Q3,Baringo County,Teen pregnancy (15 to 19 years),1270
2019 Q3,Bomet County,Teen pregnancy (15 to 19 years),2992
2019 Q3,Bungoma County,Teen pregnancy (15 to 19 years),3096
2019 Q3,Busia County,Teen pregnancy (15 to 19 years),1379
2019 Q3,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),1157
2019 Q3,Embu County,Teen pregnancy (15 to 19 years),594
2019 Q3,Garissa County,Teen pregnancy (15 to 19 years),1015
2019 Q3,Homa Bay County,Teen pregnancy (15 to 19 years),3217
2019 Q3,Isiolo County,Teen pregnancy (15 to 19 years),720
2019 Q3,Kajiado County,Teen pregnancy (15 to 19 years),3137
2019 Q3,Kakamega County,Teen pregnancy (15 to 19 years),4215
2019 Q3,Kericho County,Teen pregnancy (15 to 19 years),2577
2019 Q3,Kiambu County,Teen pregnancy (15 to 19 years),3206
2019 Q3,Kilifi County,Teen pregnancy (15 to 19 years),2016
2019 Q3,Kirinyaga County,Teen pregnancy (15 to 19 years),1092
2019 Q3,Kisii County,Teen pregnancy (15 to 19 years),2445
2019 Q3,Kisumu County,Teen pregnancy (15 to 19 years),1599
2019 Q3,Kitui County,Teen pregnancy (15 to 19 years),1550
2019 Q3,Kwale County,Teen pregnancy (15 to 19 years),2613
2019 Q3,Laikipia County,Teen pregnancy (15 to 19 years),1361
2019 Q3,Lamu County,Teen pregnancy (15 to 19 years),328
2019 Q3,Machakos County,Teen pregnancy (15 to 19 years),2866
2019 Q3,Makueni County,Teen pregnancy (15 to 19 years),1895
2019 Q3,Mandera County,Teen pregnancy (15 to 19 years),1073
2019 Q3,Marsabit County,Teen pregnancy (15 to 19 years),865
2019 Q3,Meru County,Teen pregnancy (15 to 19 years),4150
2019 Q3,Migori County,Teen pregnancy (15 to 19 years),2448
2019 Q3,Mombasa County,Teen pregnancy (15 to 19 years),740
2019 Q3,Muranga County,Teen pregnancy (15 to 19 years),1698
2019 Q3,Nairobi County,Teen pregnancy (15 to 19 years),6211
2019 Q3,Nakuru County,Teen pregnancy (15 to 19 years),4097
2019 Q3,Nandi County,Teen pregnancy (15 to 19 years),2055
2019 Q3,Narok County,Teen pregnancy (15 to 19 years),3726
2019 Q3,Nyamira County,Teen pregnancy (15 to 19 years),2064
2019 Q3,Nyandarua County,Teen pregnancy (15 to 19 years),1051
2019 Q3,Nyeri County,Teen pregnancy (15 to 19 years),715
2019 Q3,Samburu County,Teen pregnancy (15 to 19 years),1159
2019 Q3,Siaya County,Teen pregnancy (15 to 19 years),2314
2019 Q3,Taita Taveta County,Teen pregnancy (15 to 19 years),844
2019 Q3,Tana River County,Teen pregnancy (15 to 19 years),1297
2019 Q3,Tharaka Nithi County,Teen pregnancy (15 to 19 years),1019
2019 Q3,Trans Nzoia County,Teen pregnancy (15 to 19 years),3096
2019 Q3,Turkana County,Teen pregnancy (15 to 19 years),2049
2019 Q3,Uasin Gishu County,Teen pregnancy (15 to 19 years),2241
2019 Q3,Vihiga County,Teen pregnancy (15 to 19 years),1888
2019 Q3,Wajir County,Teen pregnancy (15 to 19 years),747
2019 Q3,West Pokot County,Teen pregnancy (15 to 19 years),2556
2019 Q4,Baringo County,Teen pregnancy (15 to 19 years),1090
2019 Q4,Bomet County,Teen pregnancy (15 to 19 years),2534
2019 Q4,Bungoma County,Teen pregnancy (15 to 19 years),2680
2019 Q4,Busia County,Teen pregnancy (15 to 19 years),1494
2019 Q4,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),917
2019 Q4,Embu County,Teen pregnancy (15 to 19 years),459
2019 Q4,Garissa County,Teen pregnancy (15 to 19 years),908
2019 Q4,Homa Bay County,Teen pregnancy (15 to 19 years),2802
2019 Q4,Isiolo County,Teen pregnancy (15 to 19 years),559
2019 Q4,Kajiado County,Teen pregnancy (15 to 19 years),2740
2019 Q4,Kakamega County,Teen pregnancy (15 to 19 years),3527
2019 Q4,Kericho County,Teen pregnancy (15 to 19 years),2234
2019 Q4,Kiambu County,Teen pregnancy (15 to 19 years),2918
2019 Q4,Kilifi County,Teen pregnancy (15 to 19 years),2004
2019 Q4,Kirinyaga County,Teen pregnancy (15 to 19 years),673
2019 Q4,Kisii County,Teen pregnancy (15 to 19 years),2451
2019 Q4,Kisumu County,Teen pregnancy (15 to 19 years),1826
2019 Q4,Kitui County,Teen pregnancy (15 to 19 years),2008
2019 Q4,Kwale County,Teen pregnancy (15 to 19 years),2365
2019 Q4,Laikipia County,Teen pregnancy (15 to 19 years),1301
2019 Q4,Lamu County,Teen pregnancy (15 to 19 years),250
2019 Q4,Machakos County,Teen pregnancy (15 to 19 years),2346
2019 Q4,Makueni County,Teen pregnancy (15 to 19 years),1323
2019 Q4,Mandera County,Teen pregnancy (15 to 19 years),777
2019 Q4,Marsabit County,Teen pregnancy (15 to 19 years),533
2019 Q4,Meru County,Teen pregnancy (15 to 19 years),3204
2019 Q4,Migori County,Teen pregnancy (15 to 19 years),2176
2019 Q4,Mombasa County,Teen pregnancy (15 to 19 years),686
2019 Q4,Muranga County,Teen pregnancy (15 to 19 years),1493
2019 Q4,Nairobi County,Teen pregnancy (15 to 19 years),5147
2019 Q4,Nakuru County,Teen pregnancy (15 to 19 years),3458
2019 Q4,Nandi County,Teen pregnancy (15 to 19 years),1632
2019 Q4,Narok County,Teen pregnancy (15 to 19 years),2927
2019 Q4,Nyamira County,Teen pregnancy (15 to 19 years),1863
2019 Q4,Nyandarua County,Teen pregnancy (15 to 19 years),960
2019 Q4,Nyeri County,Teen pregnancy (15 to 19 years),728
2019 Q4,Samburu County,Teen pregnancy (15 to 19 years),950
2019 Q4,Siaya County,Teen pregnancy (15 to 19 years),2211
2019 Q4,Taita Taveta County,Teen pregnancy (15 to 19 years),733
2019 Q4,Tana River County,Teen pregnancy (15 to 19 years),1076
2019 Q4,Tharaka Nithi County,Teen pregnancy (15 to 19 years),868
2019 Q4,Trans Nzoia County,Teen pregnancy (15 to 19 years),2581
2019 Q4,Turkana County,Teen pregnancy (15 to 19 years),1622
2019 Q4,Uasin Gishu County,Teen pregnancy (15 to 19 years),1929
2019 Q4,Vihiga County,Teen pregnancy (15 to 19 years),1793
2019 Q4,Wajir County,Teen pregnancy (15 to 19 years),642
2019 Q4,West Pokot County,Teen pregnancy (15 to 19 years),1908
2020 Q1,Baringo County,Teen pregnancy (15 to 19 years),1268
2020 Q1,Bomet County,Teen pregnancy (15 to 19 years),2147
2020 Q1,Bungoma County,Teen pregnancy (15 to 19 years),3237
2020 Q1,Busia County,Teen pregnancy (15 to 19 years),1561
2020 Q1,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),929
2020 Q1,Embu County,Teen pregnancy (15 to 19 years),560
2020 Q1,Garissa County,Teen pregnancy (15 to 19 years),621
2020 Q1,Homa Bay County,Teen pregnancy (15 to 19 years),3340
2020 Q1,Isiolo County,Teen pregnancy (15 to 19 years),575
2020 Q1,Kajiado County,Teen pregnancy (15 to 19 years),2993
2020 Q1,Kakamega County,Teen pregnancy (15 to 19 years),3807
2020 Q1,Kericho County,Teen pregnancy (15 to 19 years),2321
2020 Q1,Kiambu County,Teen pregnancy (15 to 19 years),2954
2020 Q1,Kilifi County,Teen pregnancy (15 to 19 years),2173
2020 Q1,Kirinyaga County,Teen pregnancy (15 to 19 years),615
2020 Q1,Kisii County,Teen pregnancy (15 to 19 years),2206
2020 Q1,Kisumu County,Teen pregnancy (15 to 19 years),1816
2020 Q1,Kitui County,Teen pregnancy (15 to 19 years),1624
2020 Q1,Kwale County,Teen pregnancy (15 to 19 years),2699
2020 Q1,Laikipia County,Teen pregnancy (15 to 19 years),1275
2020 Q1,Lamu County,Teen pregnancy (15 to 19 years),389
2020 Q1,Machakos County,Teen pregnancy (15 to 19 years),1245
2020 Q1,Makueni County,Teen pregnancy (15 to 19 years),1435
2020 Q1,Mandera County,Teen pregnancy (15 to 19 years),702
2020 Q1,Marsabit County,Teen pregnancy (15 to 19 years),750
2020 Q1,Meru County,Teen pregnancy (15 to 19 years),3089
2020 Q1,Migori County,Teen pregnancy (15 to 19 years),2529
2020 Q1,Mombasa County,Teen pregnancy (15 to 19 years),584
2020 Q1,Muranga County,Teen pregnancy (15 to 19 years),1517
2020 Q1,Nairobi County,Teen pregnancy (15 to 19 years),6940
2020 Q1,Nakuru County,Teen pregnancy (15 to 19 years),3219
2020 Q1,Nandi County,Teen pregnancy (15 to 19 years),1880
2020 Q1,Narok County,Teen pregnancy (15 to 19 years),3409
2020 Q1,Nyamira County,Teen pregnancy (15 to 19 years),1558
2020 Q1,Nyandarua County,Teen pregnancy (15 to 19 years),697
2020 Q1,Nyeri County,Teen pregnancy (15 to 19 years),756
2020 Q1,Samburu County,Teen pregnancy (15 to 19 years),1161
2020 Q1,Siaya County,Teen pregnancy (15 to 19 years),1978
2020 Q1,Taita Taveta County,Teen pregnancy (15 to 19 years),685
2020 Q1,Tana River County,Teen pregnancy (15 to 19 years),1400
2020 Q1,Tharaka Nithi County,Teen pregnancy (15 to 19 years),854
2020 Q1,Trans Nzoia County,Teen pregnancy (15 to 19 years),2825
2020 Q1,Turkana County,Teen pregnancy (15 to 19 years),2037
2020 Q1,Uasin Gishu County,Teen pregnancy (15 to 19 years),1271
2020 Q1,Vihiga County,Teen pregnancy (15 to 19 years),1717
2020 Q1,Wajir County,Teen pregnancy (15 to 19 years),698
2020 Q1,West Pokot County,Teen pregnancy (15 to 19 years),2075
2020 Q2,Baringo County,Teen pregnancy (15 to 19 years),838
2020 Q2,Bomet County,Teen pregnancy (15 to 19 years),1522
2020 Q2,Bungoma County,Teen pregnancy (15 to 19 years),2378
2020 Q2,Busia County,Teen pregnancy (15 to 19 years),953
2020 Q2,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),807
2020 Q2,Embu County,Teen pregnancy (15 to 19 years),472
2020 Q2,Garissa County,Teen pregnancy (15 to 19 years),313
2020 Q2,Homa Bay County,Teen pregnancy (15 to 19 years),2244
2020 Q2,Isiolo County,Teen pregnancy (15 to 19 years),390
2020 Q2,Kajiado County,Teen pregnancy (15 to 19 years),1509
2020 Q2,Kakamega County,Teen pregnancy (15 to 19 years),3082
2020 Q2,Kericho County,Teen pregnancy (15 to 19 years),1398
2020 Q2,Kiambu County,Teen pregnancy (15 to 19 years),1849
2020 Q2,Kilifi County,Teen pregnancy (15 to 19 years),1258
2020 Q2,Kirinyaga County,Teen pregnancy (15 to 19 years),499
2020 Q2,Kisii County,Teen pregnancy (15 to 19 years),1655
2020 Q2,Kisumu County,Teen pregnancy (15 to 19 years),1214
2020 Q2,Kitui County,Teen pregnancy (15 to 19 years),1096
2020 Q2,Kwale County,Teen pregnancy (15 to 19 years),1388
2020 Q2,Laikipia County,Teen pregnancy (15 to 19 years),818
2020 Q2,Lamu County,Teen pregnancy (15 to 19 years),167
2020 Q2,Machakos County,Teen pregnancy (15 to 19 years),821
2020 Q2,Makueni County,Teen pregnancy (15 to 19 years),1072
2020 Q2,Mandera County,Teen pregnancy (15 to 19 years),513
2020 Q2,Marsabit County,Teen pregnancy (15 to 19 years),615
